Cluster,Gene,PCT 1,PCT 2,PCT Ratio,p value,Average Log2FC
PVT-3,Dpysl5,0.955,0.893,1.069428891,4.25E-11,0.492861604
PVT-1,March3,0.985,0.921,1.069489685,8.83E-21,0.303974565
PVT-4,Kirrel3,1,0.935,1.069518717,2.89E-29,0.601044429
PVT-1,Npas2,0.843,0.788,1.069796954,0.000797392,0.186763572
PVT-2,Pcdh10,0.858,0.802,1.069825436,0.000397976,0.29259371
PVT-3,Lhx9,0.811,0.758,1.069920844,0.022954515,0.372194079
PVT-1,Sdk1,0.898,0.839,1.070321812,4.22E-05,0.153395139
PVT-1,Pgbd5,0.818,0.764,1.070680628,4.96E-07,0.28866257
PVT-3,Ralgps1,0.981,0.916,1.070960699,8.07E-07,0.377950023
PVT-3,Snd1,0.875,0.817,1.070991432,8.06E-07,0.46889426
PVT-5,Tnks,0.962,0.898,1.071269488,5.56E-11,0.575978793
PVT-4,Ncam2,0.992,0.926,1.071274298,9.93E-55,1.037015233
PVT-1,Sptb,0.822,0.767,1.071707953,0.002119545,0.202304916
PVT-4,Ypel2,0.848,0.791,1.072060683,0.007570412,0.283884193
PVT-4,Unc13b,0.906,0.845,1.072189349,0.000512505,0.302481
PVT-2,Pcsk5,0.947,0.883,1.072480181,1.81E-08,0.351462204
PVT-3,Lingo1,0.974,0.908,1.072687225,2.63E-38,0.934737289
PVT-2,Kcnj6,0.944,0.88,1.072727273,1.62E-15,0.327097287
PVT-5,Cdh12,0.939,0.875,1.073142857,2.88E-06,0.52256119
PVT-4,Arhgap39,0.92,0.857,1.073512252,6.31E-08,0.397909669
PVT-3,Ext1,0.932,0.868,1.073732719,8.52E-06,0.451392016
PVT-2,Cdh10,0.921,0.857,1.074679113,2.01E-09,0.319591515
PVT-2,Snx24,0.931,0.866,1.075057737,1.39E-12,0.369387212
PVT-3,N4bp2l1,0.785,0.73,1.075342466,0.004728666,0.45639793
PVT-1,Samd5,0.98,0.911,1.075740944,0.013536696,0.100637447
PVT-2,Ank,0.865,0.804,1.075870647,1.15E-05,0.274576764
PVT-3,Lonp2,0.845,0.785,1.076433121,0.00016116,0.416168583
PVT-3,Cdh12,0.94,0.873,1.07674685,1.19E-07,0.431748834
PVT-1,Tmem164,0.909,0.844,1.077014218,1.25E-23,0.423348823
PVT-1,Rnf165,0.824,0.765,1.077124183,0.00135236,0.241979273
PVT-1,Abat,0.74,0.687,1.077147016,0.006053562,0.226410475
PVT-3,Mgat5,0.921,0.855,1.077192982,0.011475086,0.327353627
PVT-4,Cpeb2,0.89,0.826,1.07748184,7.55E-10,0.471323091
PVT-1,Rap1gap2,0.93,0.863,1.077636153,1.39E-20,0.387114855
PVT-3,Nfat5,0.928,0.861,1.077816492,0.000293099,0.355079506
PVT-3,Snx10,0.898,0.833,1.078031212,4.68E-05,0.44646644
PVT-1,Snx10,0.883,0.819,1.078144078,5.40E-10,0.265620583
PVT-1,Rab40c,0.814,0.755,1.078145695,2.89E-05,0.253313912
PVT-2,Map1a,0.676,0.627,1.07814992,0.03419324,0.307198967
PVT-4,Tnpo1,0.769,0.713,1.078541374,0.03070425,0.36064506
PVT-4,Tusc3,0.837,0.776,1.078608247,2.05E-05,0.390074709
PVT-3,Ncam2,1,0.927,1.078748652,1.63E-85,1.339450357
PVT-4,Sgcz,0.915,0.848,1.079009434,0.000380747,0.341868843
PVT-5,Unc5d,0.887,0.822,1.079075426,2.97E-07,0.635283353
PVT-3,Sorcs2,0.966,0.895,1.079329609,1.83E-26,0.751477755
PVT-2,Cntn5,0.965,0.894,1.079418345,1.36E-65,0.842871126
PVT-4,Tlk1,0.815,0.755,1.079470199,0.002204182,0.363054237
PVT-1,Alcam,0.949,0.879,1.07963595,5.17E-06,0.157067745
PVT-3,Cdh18,1,0.926,1.079913607,8.93E-80,1.564118494
PVT-5,Hs6st3,1,0.926,1.079913607,6.36E-51,1.214142802
PVT-1,Gm42439,0.797,0.738,1.079945799,0.000550375,0.246565878
PVT-1,Nxpe4,0.835,0.773,1.080206986,5.79E-12,0.350504543
PVT-5,Nrg1,0.915,0.847,1.080283353,6.43E-05,0.459315526
PVT-2,Rapgef4,0.952,0.881,1.080590238,8.07E-09,0.247188351
PVT-1,Gabra5,0.764,0.707,1.080622348,0.000833249,0.264817554
PVT-3,Cpeb2,0.894,0.827,1.081015719,7.25E-09,0.55022051
PVT-1,Plcxd3,0.811,0.75,1.081333333,4.94E-05,0.225296286
PVT-5,Tmem164,0.929,0.859,1.081490105,0.000130595,0.376169306
PVT-4,Lims1,0.832,0.769,1.081924577,1.71E-05,0.414186787
PVT-4,Tro,0.738,0.682,1.082111437,0.016559596,0.33999372
PVT-3,Luzp2,0.962,0.889,1.082114736,4.83E-07,0.473605326
PVT-2,Plp1,0.788,0.728,1.082417582,2.37E-05,0.365108485
PVT-4,Nptxr,0.983,0.908,1.082599119,1.39E-34,0.716938272
PVT-3,Nrg2,0.921,0.85,1.083529412,5.49E-10,0.530251799
PVT-4,Gm20275,0.843,0.778,1.083547558,8.33E-05,0.44945895
PVT-1,Mef2c,0.972,0.897,1.08361204,6.46E-49,0.555549124
PVT-4,Ggact,0.813,0.75,1.084,2.00E-05,0.472690907
PVT-4,Rgs20,0.76,0.701,1.084165478,7.13E-08,0.896295479
PVT-2,Calm3,0.631,0.582,1.08419244,0.046639974,0.347102211
PVT-4,Galnt16,0.785,0.724,1.084254144,3.95E-06,0.492580349
PVT-2,Ptpn3,0.977,0.901,1.084350721,1.29E-29,0.430768453
PVT-1,Plcl1,0.654,0.603,1.084577114,0.00104588,0.378608201
PVT-5,Epha7,0.816,0.752,1.085106383,3.59E-08,1.044989449
PVT-4,Cog5,0.879,0.81,1.085185185,0.011169895,0.301060591
PVT-3,Sfxn5,0.789,0.727,1.085281981,5.16E-05,0.510176789
PVT-2,Nfat5,0.903,0.832,1.085336538,0.000362473,0.274458407
PVT-5,Sdk1,0.925,0.852,1.085680751,0.000292532,0.477885941
PVT-1,Oprm1,0.95,0.875,1.085714286,1.52E-32,0.453137298
PVT-2,Rbfox3,0.96,0.884,1.085972851,2.46E-27,0.434555268
PVT-2,Dock4,0.996,0.917,1.086150491,2.61E-83,0.666640348
PVT-1,Slc7a8,0.907,0.835,1.086227545,7.04E-22,0.38609956
PVT-3,Schip1,0.906,0.834,1.086330935,8.91E-10,0.738764858
PVT-1,Ubap2,0.754,0.694,1.086455331,0.000266789,0.258943974
PVT-3,Tmem131l,0.804,0.74,1.086486486,0.003531578,0.468550119
PVT-3,Zfp608,0.815,0.75,1.086666667,0.003073013,0.478822362
PVT-1,Cers6,0.902,0.83,1.086746988,3.47E-14,0.310268299
PVT-1,Trpc3,0.834,0.767,1.087353325,0.000173248,0.214901676
PVT-1,Chn2,0.945,0.869,1.087456847,2.75E-42,0.5388581
PVT-2,March3,0.982,0.903,1.087486157,4.59E-15,0.297511852
PVT-1,Tlk1,0.807,0.742,1.087601078,1.88E-07,0.289774811
PVT-5,Cpeb2,0.901,0.828,1.088164251,0.011315865,0.348179736
PVT-5,Npas3,0.764,0.702,1.088319088,0.024185307,0.644070118
PVT-4,Fam184a,0.873,0.802,1.088528678,1.30E-07,0.399103788
PVT-2,Kcnc1,0.623,0.572,1.089160839,0.047011654,0.289170478
PVT-4,Exoc6,0.818,0.751,1.089214381,9.83E-07,0.469951692
PVT-2,Dlgap4,0.938,0.861,1.089430894,3.85E-11,0.283160008
PVT-4,Pcsk5,0.986,0.905,1.089502762,4.17E-14,0.385023733
PVT-3,Zfp532,0.932,0.855,1.09005848,6.60E-22,0.788629765
PVT-2,Aplp2,0.943,0.865,1.09017341,3.15E-45,0.518229505
PVT-5,Grik4,0.858,0.787,1.09021601,3.16E-06,0.539847897
PVT-2,Nr3c2,0.941,0.863,1.090382387,5.10E-12,0.338020551
PVT-4,C1ql3,0.84,0.77,1.090909091,0.002433937,0.38375957
PVT-4,Abi2,0.873,0.8,1.09125,1.43E-08,0.425157319
PVT-2,Slc24a3,0.979,0.897,1.091415831,1.03E-69,0.739268544
PVT-2,Sorcs2,0.942,0.863,1.091541136,1.84E-17,0.344310449
PVT-4,Rfx3,0.942,0.863,1.091541136,1.95E-23,0.622374093
PVT-1,Grik1,0.976,0.894,1.091722595,4.52E-45,0.589342045
PVT-1,Akap13,0.843,0.772,1.091968912,2.09E-09,0.308553353
PVT-2,Ubb,0.756,0.692,1.092485549,0.000280957,0.373382352
PVT-3,Pak7,0.955,0.874,1.092677346,1.40E-18,0.648895193
PVT-1,Unc5d,0.879,0.804,1.093283582,4.62E-12,0.252061382
PVT-3,Plekha6,0.936,0.856,1.093457944,1.18E-05,0.364313123
PVT-2,Ndst3,0.982,0.898,1.093541203,3.48E-100,0.789983126
PVT-5,Kctd16,0.976,0.892,1.094170404,8.92E-13,0.615032496
PVT-1,Nptxr,0.975,0.891,1.094276094,3.29E-31,0.371074268
PVT-3,Chchd6,0.789,0.721,1.094313454,0.003836653,0.488175186
PVT-4,Gng2,0.915,0.836,1.094497608,1.95E-06,0.357895261
PVT-4,Zfp532,0.934,0.853,1.094958968,1.92E-06,0.347903968
PVT-4,Lhx9,0.826,0.754,1.095490716,4.05E-08,0.499044245
PVT-3,Large1,0.992,0.905,1.096132597,5.04E-55,1.051276537
PVT-4,Trerf1,0.923,0.842,1.096199525,2.31E-13,0.465076496
PVT-2,Syt9,0.6,0.547,1.096892139,0.00656789,0.349585019
PVT-4,Grik4,0.86,0.784,1.096938776,7.22E-08,0.527464151
PVT-1,Hap1,0.746,0.68,1.097058824,0.040614091,0.207271877
PVT-2,Patj,0.859,0.783,1.09706258,6.66E-06,0.333550192
PVT-3,Cobl,0.981,0.894,1.097315436,9.18E-48,1.210178157
PVT-1,Galnt11,0.71,0.647,1.097372488,0.005831617,0.257481479
PVT-4,Alcam,0.978,0.891,1.097643098,5.88E-11,0.42573823
PVT-3,Slc22a17,0.864,0.787,1.097839898,2.25E-06,0.440179881
PVT-2,Atp5b,0.705,0.642,1.098130841,0.006397468,0.300561059
PVT-1,Dgkb,0.916,0.834,1.098321343,5.63E-14,0.310857276
PVT-2,Aldoa,0.79,0.719,1.098748261,3.72E-07,0.365184328
PVT-1,Il1rap,0.811,0.738,1.098915989,3.70E-06,0.224890197
PVT-3,Rreb1,0.709,0.645,1.099224806,0.008695491,0.576785555
PVT-3,Map7,0.853,0.776,1.099226804,8.80E-08,0.525968872
PVT-2,Hspa4l,0.841,0.765,1.099346405,1.82E-07,0.301882519
PVT-2,Sorcs3,0.885,0.805,1.099378882,5.91E-23,0.56173922
PVT-3,Fndc3a,0.951,0.865,1.099421965,3.46E-21,0.660035783
PVT-3,Cep170,0.894,0.813,1.099630996,1.07E-05,0.406435402
PVT-3,Nlk,0.86,0.782,1.099744246,9.44E-06,0.47949674
PVT-5,Oprm1,0.981,0.892,1.099775785,1.24E-14,0.616229646
PVT-1,Ccdc148,0.891,0.81,1.1,3.14E-16,0.3042611
PVT-2,Depdc5,0.819,0.744,1.100806452,0.042652133,0.207118379
PVT-1,Camk4,0.902,0.819,1.101343101,1.71E-28,0.510838863
PVT-4,Rbms3,0.857,0.778,1.101542416,6.74E-10,0.793692676
PVT-1,Mcph1,0.812,0.737,1.101763908,3.83E-09,0.318187366
PVT-4,Rab27b,0.733,0.665,1.102255639,0.007075238,0.457833169
PVT-3,Add2,0.872,0.791,1.102402023,1.20E-06,0.464703715
PVT-1,Olfm3,0.893,0.81,1.102469136,7.05E-13,0.277754943
PVT-3,Gramd1b,0.902,0.818,1.102689487,1.83E-22,1.051748745
PVT-2,Apoe,0.719,0.652,1.102760736,6.91E-05,0.451678157
PVT-2,Brinp2,0.899,0.815,1.103067485,1.43E-05,0.235851759
PVT-3,Pcsk1n,0.898,0.814,1.103194103,0.000594334,0.440718968
PVT-2,Amotl1,0.855,0.775,1.103225806,7.69E-07,0.307969466
PVT-5,Ccdc148,0.915,0.829,1.103739445,0.000719378,0.446131441
PVT-2,Sgcz,0.899,0.814,1.104422604,3.81E-06,0.174229767
PVT-2,Mdh1,0.719,0.651,1.104454685,0.04199231,0.279010401
PVT-4,Mgat5,0.939,0.85,1.104705882,5.19E-18,0.585957279
PVT-3,Gng2,0.925,0.837,1.105137395,1.57E-17,0.66603801
PVT-1,Epb41l4a,0.934,0.845,1.105325444,4.21E-41,0.528010937
PVT-5,Gas2,0.858,0.776,1.105670103,1.23E-07,0.596006699
PVT-2,Gpr137c,0.885,0.8,1.10625,0.00137343,0.251739318
PVT-2,Rpl13,0.614,0.555,1.106306306,0.010671271,0.372019501
PVT-4,Lrrc4,0.727,0.657,1.106544901,0.020128948,0.405715373
PVT-1,Adamts6,0.725,0.655,1.106870229,0.006563938,0.222642716
PVT-2,Pfkp,0.835,0.754,1.107427056,5.49E-07,0.299608499
PVT-1,Plekha7,0.855,0.772,1.107512953,9.45E-13,0.326662477
PVT-5,Sgk1,0.844,0.762,1.107611549,0.000130737,0.499004446
PVT-1,Rarb,0.767,0.692,1.108381503,6.26E-05,0.247288345
PVT-3,Cep70,0.777,0.701,1.108416548,0.005761366,0.418672429
PVT-3,Sgcz,0.94,0.848,1.108490566,0.000617123,0.247058954
PVT-1,Atp11a,0.814,0.734,1.108991826,8.77E-11,0.331181231
PVT-3,Abl2,0.8,0.721,1.109570042,0.00095587,0.461039368
PVT-2,Ptprz1,0.959,0.864,1.109953704,1.82E-44,0.5238668
PVT-2,Vamp2,0.693,0.624,1.110576923,3.65E-07,0.425943942
PVT-3,Gas2,0.86,0.774,1.111111111,0.00036656,0.449597355
PVT-2,Gapdh,0.729,0.656,1.111280488,0.005245422,0.332520909
PVT-2,Actb,0.708,0.637,1.111459969,3.66E-06,0.39744608
PVT-2,Far2,0.835,0.751,1.111850866,6.21E-10,0.327911697
PVT-2,Adgrb1,0.815,0.733,1.111869031,1.09E-10,0.365082021
PVT-1,Tmem196,0.675,0.607,1.112026359,0.013795624,0.246515902
PVT-2,Acsl4,0.794,0.714,1.112044818,1.31E-05,0.298524449
PVT-2,Glrb,0.801,0.72,1.1125,0.006678815,0.235192014
PVT-3,Tango2,0.83,0.746,1.112600536,0.034252657,0.380054406
PVT-1,Htr2c,0.956,0.859,1.112922002,5.33E-29,0.462453307
PVT-3,Lrrn2,0.887,0.797,1.112923463,1.48E-07,0.528030418
PVT-2,Thsd7b,0.991,0.89,1.113483146,2.46E-193,1.527204343
PVT-2,Adamts17,0.969,0.87,1.113793103,7.83E-84,0.815430691
PVT-4,Gm36975,0.851,0.764,1.113874346,1.14E-05,0.395466915
PVT-3,P2ry14,0.792,0.711,1.113924051,1.98E-05,0.607489638
PVT-2,Eps8,0.909,0.816,1.113970588,3.06E-20,0.416336195
PVT-4,Cacng3,0.948,0.851,1.113983549,1.35E-20,0.577790552
PVT-5,Lhfp,0.896,0.804,1.114427861,2.39E-06,0.515876703
PVT-3,Trerf1,0.94,0.843,1.115065243,6.21E-22,0.676399552
PVT-5,Cers6,0.943,0.845,1.115976331,3.48E-09,0.515848577
PVT-2,Napb,0.712,0.638,1.115987461,0.00168893,0.283538765
PVT-4,Bcr,0.702,0.629,1.116057234,0.019844692,0.381499937
PVT-4,Fndc3a,0.961,0.861,1.116144019,1.21E-09,0.444328522
PVT-5,Tspan5,0.92,0.824,1.116504854,9.31E-08,0.500144495
PVT-4,Map7,0.862,0.772,1.116580311,1.02E-11,0.537854546
PVT-5,Epha4,0.976,0.874,1.116704805,8.81E-08,0.456954888
PVT-4,Zc3h12c,0.782,0.7,1.117142857,1.32E-05,0.468955745
PVT-3,Syndig1,0.962,0.861,1.117305459,4.54E-18,0.60615186
PVT-1,Epha3,0.959,0.858,1.117715618,1.27E-36,0.465906304
PVT-2,Slc38a1,0.788,0.705,1.117730496,0.009444729,0.201075417
PVT-1,Sntg2,0.816,0.73,1.117808219,2.55E-12,0.322381662
PVT-1,Smarca1,0.778,0.696,1.117816092,5.81E-06,0.304811739
PVT-2,Dtna,0.938,0.839,1.117997616,1.99E-35,0.522583682
PVT-2,Cd47,0.945,0.845,1.118343195,7.01E-32,0.449616405
PVT-5,Gm29478,0.736,0.658,1.118541033,0.009207032,0.822790319
PVT-2,Stxbp6,0.971,0.868,1.118663594,2.86E-50,0.57842841
PVT-2,Rasgrf1,0.988,0.883,1.118912797,9.04E-46,0.486617037
PVT-3,Pip5k1b,0.902,0.806,1.1191067,6.16E-07,0.459802482
PVT-3,Ankrd6,0.826,0.738,1.119241192,1.92E-05,0.514104102
PVT-3,Gm48678,0.732,0.654,1.119266055,0.033302487,0.500556635
PVT-4,Sntg2,0.835,0.746,1.119302949,0.007712682,0.454399166
PVT-4,Ctnnbip1,0.713,0.637,1.119309262,0.000437589,0.518294777
PVT-2,Vdac1,0.666,0.595,1.119327731,0.001103059,0.300422942
PVT-3,Rbms3,0.872,0.779,1.119383825,1.55E-11,0.713937272
PVT-4,Ccdc148,0.923,0.824,1.120145631,4.69E-18,0.604053002
PVT-2,Eef1a2,0.531,0.474,1.120253165,0.003463395,0.410248934
PVT-5,Luzp2,0.995,0.888,1.120495495,1.11E-30,0.950943013
PVT-2,Adk,0.911,0.813,1.120541205,8.20E-23,0.463501563
PVT-2,Dgkz,0.789,0.704,1.120738636,0.001802735,0.224026653
PVT-2,Gpc5,0.88,0.785,1.121019108,1.21E-47,1.133829635
PVT-2,Edil3,0.991,0.884,1.121040724,3.88E-138,0.929214634
PVT-2,Plxna2,0.963,0.859,1.121071013,2.36E-19,0.35386627
PVT-2,Sgpp2,0.823,0.734,1.121253406,0.025815175,0.205050486
PVT-2,Sv2b,0.914,0.815,1.121472393,3.09E-12,0.336752566
PVT-2,Fstl5,0.866,0.772,1.121761658,1.28E-11,0.440885518
PVT-4,Phactr1,0.948,0.845,1.121893491,5.64E-35,1.020331245
PVT-3,Nrg1,0.947,0.844,1.122037915,3.81E-40,1.40289458
PVT-2,Ppia,0.758,0.675,1.122962963,9.15E-06,0.375243237
PVT-5,Pcdh15,0.84,0.748,1.122994652,0.036348189,0.231724812
PVT-1,Rps6ka5,0.883,0.786,1.123409669,1.43E-33,0.565294226
PVT-5,Fstl5,0.91,0.81,1.12345679,3.02E-10,0.648615385
PVT-3,Dab1,1,0.89,1.123595506,2.71E-57,1.074362278
PVT-3,Iqsec2,0.879,0.782,1.124040921,1.51E-05,0.446892807
PVT-1,Clybl,0.706,0.628,1.124203822,0.000120137,0.274993115
PVT-2,Cdk5r1,0.606,0.539,1.124304267,7.21E-05,0.375809137
PVT-1,Sema4d,0.731,0.65,1.124615385,5.48E-08,0.351940308
PVT-1,Rgs20,0.767,0.682,1.124633431,6.13E-07,0.257809007
PVT-2,Samd5,0.989,0.879,1.125142207,6.93E-74,0.639407214
PVT-5,Ryr3,0.925,0.822,1.125304136,1.97E-09,0.645778255
PVT-2,Mgat5b,0.888,0.789,1.125475285,3.54E-16,0.372175011
PVT-2,Cx3cl1,0.525,0.466,1.126609442,0.009608415,0.372404601
PVT-3,Exoc6,0.845,0.75,1.126666667,1.89E-07,0.552414206
PVT-3,Slc24a2,0.977,0.867,1.126874279,2.18E-12,0.488363572
PVT-1,Lin7a,0.897,0.796,1.126884422,2.65E-23,0.445141695
PVT-2,Hspa12a,0.663,0.588,1.12755102,9.59E-07,0.444821098
PVT-2,Pcgf5,0.644,0.571,1.127845884,0.003812146,0.320638014
PVT-2,Sort1,0.67,0.594,1.127946128,0.004823537,0.291701566
PVT-2,Peak1,0.608,0.539,1.128014842,0.001120141,0.382696607
PVT-2,Ust,0.449,0.398,1.128140704,0.001209017,0.75985173
PVT-1,Dlgap2,0.923,0.818,1.128361858,1.80E-11,0.169860082
PVT-1,Map3k4,0.703,0.623,1.128410915,3.41E-05,0.307863647
PVT-4,Dab1,1,0.886,1.128668172,2.31E-22,0.509125393
PVT-2,Luzp1,0.727,0.644,1.128881988,0.004817451,0.250269194
PVT-2,Snx25,0.753,0.667,1.128935532,2.16E-08,0.367536054
PVT-5,Npas2,0.901,0.798,1.129072682,7.39E-10,0.578369662
PVT-1,Mapk9,0.733,0.649,1.129429892,5.02E-05,0.278383569
PVT-2,Purb,0.627,0.555,1.12972973,6.16E-06,0.441171068
PVT-4,P2ry14,0.799,0.707,1.130127298,8.56E-11,0.634621623
PVT-1,Sorcs1,0.738,0.653,1.130168453,7.14E-11,0.33587368
PVT-2,Plekha1,0.623,0.551,1.130671506,0.001166682,0.326256028
PVT-4,Epb41l1,0.865,0.765,1.130718954,4.41E-15,0.596404687
PVT-3,Araf,0.804,0.711,1.130801688,0.000220891,0.500051884
PVT-5,Tmem132c,0.948,0.838,1.131264916,4.79E-13,0.736097272
PVT-2,Zfp608,0.805,0.711,1.132208158,0.001610152,0.22125475
PVT-3,Lgi1,0.736,0.65,1.132307692,0.00607746,0.470844087
PVT-1,Por,0.649,0.573,1.132635253,0.000916067,0.313791692
PVT-2,Epha4,0.938,0.828,1.132850242,1.65E-31,0.483462239
PVT-1,Sntb1,0.943,0.832,1.133413462,1.51E-60,0.679628412
PVT-3,Mbd2,0.789,0.696,1.13362069,6.29E-05,0.519400629
PVT-1,Cntnap3,0.975,0.86,1.13372093,2.92E-61,0.605402547
PVT-5,Pdzrn4,0.906,0.799,1.133917397,5.46E-14,0.837379585
PVT-1,Chst8,0.694,0.612,1.133986928,0.000348903,0.272451789
PVT-2,Ssbp3,0.808,0.712,1.134831461,6.15E-06,0.274730715
PVT-2,Acer3,0.814,0.717,1.135285914,0.000320878,0.24546673
PVT-2,Timp2,0.809,0.712,1.136235955,6.01E-13,0.407254329
PVT-2,Aff2,0.942,0.829,1.136308806,1.22E-16,0.359743306
PVT-3,Acvr2a,0.732,0.644,1.136645963,0.002830464,0.536068521
PVT-2,Stxbp4,0.682,0.6,1.136666667,0.049398719,0.207335526
PVT-3,Phactr1,0.962,0.846,1.137115839,1.18E-26,0.803089123
PVT-2,Gm19938,0.809,0.711,1.137834037,0.006584175,0.192332422
PVT-2,Epb41,0.767,0.674,1.137982196,0.024353641,0.215775585
PVT-3,Sesn3,0.808,0.71,1.138028169,0.00823669,0.405685895
PVT-5,Msra,0.863,0.758,1.138522427,1.46E-16,1.10899735
PVT-1,Syt17,0.91,0.799,1.138923655,2.56E-24,0.410409078
PVT-2,Evi5,0.844,0.741,1.13900135,1.26E-18,0.455972824
PVT-3,Epb41l1,0.875,0.768,1.139322917,2.66E-07,0.464075344
PVT-2,Nt5dc3,0.817,0.717,1.139470014,1.89E-08,0.28616628
PVT-4,Rps6ka5,0.915,0.803,1.139476961,2.96E-10,0.457074823
PVT-5,Cux2,0.849,0.745,1.139597315,0.049447264,0.381583874
PVT-4,Mcu,0.857,0.752,1.13962766,7.59E-09,0.497383561
PVT-2,Itga8,0.642,0.563,1.140319716,0.001576074,0.40085387
PVT-2,Grm4,0.853,0.748,1.140374332,2.12E-08,0.270232704
PVT-2,Pip5k1b,0.869,0.762,1.140419948,3.78E-06,0.267265493
PVT-2,Hdx,0.742,0.65,1.141538462,0.041457601,0.223255081
PVT-2,Far1,0.886,0.776,1.141752577,1.55E-07,0.262742453
PVT-2,Trpc3,0.842,0.737,1.142469471,0.001466115,0.20388445
PVT-2,Dagla,0.505,0.442,1.142533937,7.98E-05,0.469127113
PVT-3,Lrrc4,0.751,0.657,1.143074581,0.000127136,0.570370845
PVT-2,Sidt1,0.822,0.719,1.14325452,2.99E-12,0.420889317
PVT-2,Fbxw7,0.813,0.711,1.143459916,3.10E-07,0.287994279
PVT-2,Tfdp2,0.741,0.648,1.143518519,8.45E-05,0.285576623
PVT-1,Ttc28,0.932,0.815,1.143558282,1.52E-32,0.460844332
PVT-2,Slc25a4,0.629,0.55,1.143636364,1.72E-05,0.403715187
PVT-2,Jam3,0.73,0.638,1.144200627,0.004647183,0.261537886
PVT-5,Ammecr1,0.807,0.705,1.144680851,0.00241929,0.438364149
PVT-2,Tango2,0.806,0.704,1.144886364,0.000366677,0.255207313
PVT-2,Clvs1,0.916,0.8,1.145,1.74E-19,0.441769929
PVT-2,Khdrbs3,0.963,0.841,1.145065398,8.74E-56,0.584936309
PVT-4,Efr3a,0.694,0.606,1.145214521,0.012625177,0.429861561
PVT-3,Ttc28,0.962,0.84,1.145238095,9.48E-31,0.849017223
PVT-2,Faim2,0.749,0.654,1.145259939,2.89E-08,0.347830642
PVT-4,Cdh12,0.992,0.866,1.145496536,3.58E-75,1.159662834
PVT-1,Nln,0.7,0.611,1.145662848,2.79E-05,0.294058697
PVT-2,Clstn2,0.958,0.835,1.147305389,1.21E-11,0.161216072
PVT-2,Chst1,0.63,0.549,1.147540984,7.39E-05,0.34386976
PVT-2,Vwc2l,0.948,0.826,1.147699758,6.65E-24,0.431812955
PVT-2,Adcy1,0.682,0.594,1.148148148,1.54E-08,0.422254684
PVT-3,Tulp4,0.928,0.808,1.148514851,2.39E-25,0.852728048
PVT-3,Rps6ka2,0.781,0.68,1.148529412,7.43E-05,0.515990934
PVT-1,Lrrc3b,0.748,0.651,1.149001536,1.53E-10,0.36166115
PVT-1,Wdr44,0.578,0.503,1.149105368,0.014817866,0.279696777
PVT-3,Plxnc1,0.785,0.683,1.149341142,3.79E-06,0.592713163
PVT-4,Dlgap2,0.961,0.836,1.149521531,5.41E-27,0.700146638
PVT-4,Gm11149,0.722,0.628,1.149681529,1.57E-05,0.471757004
PVT-3,Ccdc30,0.883,0.768,1.149739583,6.06E-19,0.815519065
PVT-2,Stum,0.867,0.754,1.149867374,7.18E-11,0.318732692
PVT-2,Snx9,0.655,0.569,1.151142355,0.000785433,0.285210754
PVT-3,Cacng3,0.981,0.852,1.151408451,9.77E-71,1.402230906
PVT-4,Galntl6,0.744,0.646,1.151702786,2.73E-05,0.676230416
PVT-2,Ankrd44,0.797,0.692,1.151734104,0.001282691,0.218905681
PVT-3,Rfx3,0.992,0.861,1.152148664,8.19E-98,1.743724861
PVT-1,Ctnnbip1,0.711,0.617,1.152350081,8.65E-08,0.362821863
PVT-1,Gm11149,0.703,0.61,1.152459016,3.05E-05,0.292390504
PVT-2,Dynll2,0.627,0.544,1.152573529,1.58E-06,0.425576765
PVT-4,Gm4258,0.793,0.688,1.152616279,0.036990269,0.319091834
PVT-3,Immp2l,0.86,0.746,1.152815013,3.45E-07,0.529049688
PVT-3,Grik4,0.902,0.782,1.153452685,1.49E-09,0.490443371
PVT-2,Tspan5,0.893,0.774,1.15374677,1.31E-29,0.56163623
PVT-2,Nsmf,0.726,0.629,1.154213037,1.23E-11,0.422288649
PVT-2,Zmiz1,0.449,0.389,1.154241645,0.043283702,0.394241999
PVT-1,Igfbp7,0.567,0.491,1.154786151,0.047816902,0.309121637
PVT-4,Adgrb2,0.634,0.549,1.154826958,0.015657544,0.470040849
PVT-1,Pdia5,0.745,0.645,1.15503876,3.16E-05,0.257624661
PVT-3,Ttc39c,0.845,0.731,1.155950752,2.57E-07,0.551635442
PVT-1,Spats2l,0.741,0.641,1.15600624,1.29E-11,0.389673032
PVT-4,Lgi1,0.747,0.646,1.156346749,1.85E-05,0.546015316
PVT-1,Cyp51,0.621,0.537,1.156424581,0.026241216,0.260876875
PVT-2,Zfp704,0.813,0.703,1.156472262,3.92E-07,0.308245824
PVT-4,Pcdh15,0.857,0.741,1.156545209,1.34E-08,0.422790563
PVT-2,Extl3,0.849,0.734,1.156675749,1.78E-22,0.490576457
PVT-2,Dnajc21,0.53,0.458,1.15720524,2.47E-06,0.442061721
PVT-2,Eps15,0.681,0.588,1.158163265,5.26E-06,0.352761826
PVT-1,Actr3b,0.673,0.581,1.158347676,8.07E-05,0.292687131
PVT-4,Zfp462,0.868,0.749,1.158878505,1.88E-12,0.584226061
PVT-5,Cacna1e,0.991,0.855,1.159064327,2.41E-30,0.918886034
PVT-1,Lactb2,0.597,0.515,1.159223301,0.008676756,0.294839311
